time,open,high,low,close
1702140480000,2358.19,2358.25,2356.67,2357.6
1702140540000,2357.27,2358.8,2356.13,2356.13
1702140600000,2355.86,2357.75,2355.59,2357.31
1702140660000,2357.39,2358.3,2354.5,2355.31
1702140720000,2355.3,2356.3,2353.96,2353.96
1702140780000,2354.01,2354.24,2352.27,2353.2
1702140840000,2352.87,2354.3,2352.56,2352.92
1702140900000,2352.92,2354.86,2352.92,2354.86
1702140960000,2353.05,2355.9,2353.05,2354.37
1702141020000,2354.3,2354.3,2352.89,2353.57
1702141080000,2353.77,2356,2353.37,2355.4
1702141200000,2356.01,2357.2,2354.03,2354.85
1702141260000,2354.74,2355.1,2353.4,2354.64
1702141320000,2354.93,2355.7,2353.93,2354.31
1702141380000,2354.31,2354.7,2352.02,2352.89
1702141440000,2352.85,2352.96,2352.16,2352.38
1702141500000,2352.37,2354.7,2347.84,2348.23
1702141560000,2350,2350,2346.91,2349.42
1702141620000,2349.36,2349.4,2346.09,2347.54
1702141680000,2347.95,2349,2345.67,2346.97
1702141740000,2347.08,2347.09,2345,2345.49
1702141800000,2345.48,2347.46,2342.92,2344.76
1702141860000,2344.88,2349.6,2344.22,2345.99
1702141920000,2346.57,2347.8,2345.38,2346.74
1702141980000,2346.99,2346.99,2345.08,2346.65
1702142040000,2346.33,2347,2343.51,2344.81
1702142100000,2344.71,2348.62,2343.5,2348.62
1702142160000,2348.28,2349,2346.7,2349
1702142220000,2347.52,2350.14,2347.52,2350.1
1702142280000,2349.86,2350.6,2347.44,2349.16
1702142340000,2349.16,2351.3,2347.44,2349.52
1702142400000,2349.85,2350.5,2348.09,2349.66
1702142460000,2348.6,2349.66,2347.37,2349.39
1702142520000,2349.38,2350.24,2346.84,2347.08
1702142580000,2347.2,2349.66,2347.01,2347.83
1702142640000,2347.81,2347.94,2346.85,2347.81
1702142700000,2347.9,2349.49,2347.34,2349.49
1702142760000,2349.52,2350.1,2347.29,2347.89
1702142820000,2347.62,2349.7,2347.48,2348.67
1702142880000,2348.67,2349.34,2347.98,2348.29
1702142940000,2348.29,2349.94,2347.96,2348.88
1702143000000,2347.99,2349.8,2346.76,2347.29
1702143060000,2347.99,2349.5,2347.63,2348.06
1702143120000,2349.21,2350.9,2348.06,2349
1702143180000,2350.61,2352.6,2349,2352.27
1702143240000,2352.27,2355,2352.2,2353.27
1702143300000,2353.19,2353.69,2352.63,2353.25
1702143360000,2353.15,2353.4,2349.93,2350.03
1702143420000,2350.91,2352.3,2349.55,2350.65
1702143480000,2350.4,2351.69,2350.04,2350.79
1702143540000,2350.68,2350.81,2349.42,2349.42
1702143600000,2349.31,2350.43,2348.39,2349.23
1702143660000,2349.23,2350.7,2347.55,2348.08
1702143720000,2348.36,2350.1,2347.7,2349.95
1702143780000,2350.1,2350.82,2349.04,2350.4
1702143840000,2350.03,2350.58,2348.87,2349.46
1702143900000,2349.47,2350.35,2348.21,2350.35
1702143960000,2350.34,2351,2349.2,2350.5
1702144020000,2350.54,2351.8,2349.7,2351.61
1702144080000,2350.01,2352.02,2350,2350.13
1702144140000,2350.11,2351.04,2350.11,2350.34
1702144200000,2350.4,2350.41,2350,2350.4
1702144260000,2350.29,2351.9,2350.01,2351.5
1702144320000,2350.26,2351.91,2350.26,2351.64
1702144380000,2351.61,2353.19,2350.26,2352.92
1702144440000,2352.95,2354,2351.37,2352.35
1702144500000,2352.71,2353.3,2351.31,2352.79
1702144560000,2352.79,2354.4,2352.32,2353.17
1702144620000,2353.26,2353.5,2352.04,2352.13
1702144680000,2352.12,2352.76,2348.71,2350.16
1702144740000,2350.5,2350.99,2348.56,2348.77
1702144800000,2348.98,2350.99,2348.03,2349.81
1702144860000,2349.81,2351.21,2348.99,2350.63
1702144920000,2350.83,2351.23,2349.54,2349.54
1702144980000,2349.8,2350.93,2349.63,2350.8
1702145040000,2350.8,2351.22,2349.49,2350.82
1702145100000,2350.6,2351.7,2349.03,2351.28
1702145160000,2349.5,2352.42,2349.49,2352.42
1702145220000,2352.41,2353.1,2350.61,2352.83
1702145280000,2352.89,2353.5,2351.72,2351.91
1702145340000,2351.68,2352.57,2350.01,2351.29
1702145400000,2351.29,2351.8,2349.99,2350.46
1702145460000,2350.45,2350.62,2349.34,2350.17
1702145520000,2350.24,2350.9,2349.78,2350.62
1702145580000,2350.61,2351.54,2349.94,2351.21
1702145640000,2350.34,2351.7,2350.33,2351.33
1702145700000,2351.64,2353.7,2350,2351.25
1702145760000,2351.25,2354.9,2351.25,2353.95
1702145820000,2352,2355.8,2352,2354.8
1702145880000,2354.44,2354.8,2352.62,2354.38
1702145940000,2354.38,2354.73,2352.45,2353.5
1702146000000,2353.3,2355.3,2353.28,2355.05
1702146060000,2355.19,2355.8,2353.4,2354.63
1702146120000,2354.54,2356.07,2353.57,2354.8
1702146180000,2354.7,2356,2353.99,2355.33
1702146240000,2355.37,2356.2,2353.99,2355.98
1702146300000,2355.99,2356.2,2354.14,2356.09
1702146360000,2355.87,2356.6,2354.3,2356.6
1702146420000,2356.36,2356.47,2354.74,2355.87
1702146480000,2355.54,2355.74,2354.73,2355.24
1702146540000,2355.14,2355.51,2354.74,2354.97
1702146600000,2355.27,2356.6,2354.74,2356.29
1702146660000,2356.51,2357.3,2354.74,2356.72
1702146720000,2356.54,2357.4,2354.33,2356.21
1702146780000,2356.02,2358.8,2354.34,2358.62
1702146840000,2358.5,2359,2356.99,2357.68
1702146900000,2357.43,2359.3,2357,2358.25
1702146960000,2358.33,2359.7,2357,2358.94
1702147020000,2358.85,2359.7,2357,2358.02
1702147080000,2358.02,2358.4,2357,2358.09
1702147140000,2358.15,2359.7,2357.06,2358.63
1702147200000,2358.77,2359.9,2357.16,2359.76
1702147260000,2359.71,2359.74,2358.13,2359.26
1702147320000,2359.31,2360.76,2358.84,2360.76
1702147380000,2360.76,2361.4,2359.95,2360.89
1702147440000,2360.89,2361.24,2359.92,2361.13
1702147500000,2361.1,2361.6,2358.85,2358.96
1702147560000,2358.91,2360.4,2358.62,2358.62
1702147620000,2359.29,2360.43,2358.91,2360.15
1702147680000,2359.97,2360.3,2358.9,2359.81
1702147740000,2359.56,2360,2358.66,2359.39
1702147800000,2359.51,2361.22,2359.34,2359.34
1702147860000,2361.05,2361.6,2359.39,2361.6
1702147920000,2361.54,2361.9,2359.25,2359.85
1702147980000,2359.87,2360.89,2359.25,2360.38
1702148040000,2360.16,2361.23,2360.16,2360.92
1702148100000,2360.86,2361.6,2358.96,2359.39
1702148160000,2360.2,2360.27,2359.37,2360
1702148220000,2360,2361.7,2359.51,2361.47
1702148280000,2361.31,2361.76,2359.9,2360.67
1702148340000,2360.7,2360.71,2358.77,2358.77
1702148400000,2359.56,2359.77,2356.33,2357.2
1702148460000,2358.01,2358.01,2356.93,2357.68
1702148520000,2357.93,2361,2357.7,2360.6
1702148580000,2361,2361.5,2358.11,2359.35
1702148640000,2359.13,2360.7,2358.39,2358.77
1702148700000,2358.67,2360.2,2358.58,2359.86
1702148760000,2360.03,2361.3,2359.18,2360.1
1702148820000,2360.08,2360.29,2358.62,2359.5
1702148880000,2359.29,2359.89,2358.92,2359.81
1702148940000,2360,2361.04,2359.56,2361.01
1702149000000,2360.97,2361.58,2359.56,2360.2
1702149060000,2359.56,2361.31,2359.21,2361.31
1702149120000,2359.88,2361.5,2359.87,2360.95
1702149180000,2360.6,2361.09,2360.5,2360.76
1702149240000,2360.5,2361.2,2360.49,2361.2
1702149300000,2361.34,2361.35,2359.97,2360.44
1702149360000,2360.63,2361,2360.17,2360.79
1702149420000,2360.23,2360.77,2358.86,2359.21
1702149480000,2359.22,2359.8,2358.47,2358.47
1702149540000,2358.39,2359.5,2357.75,2358.4
1702149600000,2358.22,2358.55,2358.05,2358.14
1702149660000,2358.14,2360,2357.96,2359.98
1702196640000,2348.6,2348.6,2346.7,2346.74
1702196700000,2346.7,2347.62,2346.39,2347.1
1702196760000,2346.94,2347.38,2346.43,2347.1
1702196820000,2347.1,2348.04,2347.02,2347.7
1702196880000,2347.35,2347.5,2346.87,2346.95
1702196940000,2347,2347.34,2346.81,2346.94
1702197000000,2346.84,2348.9,2345.62,2345.91
1702197060000,2345.69,2348,2341.37,2344.74
1702197120000,2345.02,2347.8,2344.61,2345.33
1702197180000,2345.47,2346,2343.69,2344.36
1702197240000,2344.02,2345.8,2344.02,2344.09
1702197300000,2344.48,2346.6,2343.73,2344.11
1702197360000,2344.38,2344.7,2343.26,2344.43
1702197420000,2344.03,2345.6,2342.75,2343.19
1702197480000,2343.29,2345.1,2343.2,2343.83
1702197540000,2343.82,2345.1,2343.77,2344.38
1702197600000,2344.16,2345.5,2343.01,2344.57
1702197660000,2344.53,2345.9,2343.05,2343.05
1702197720000,2343.14,2344.02,2343.01,2343.51
1702197780000,2343.67,2344.1,2342.58,2342.82
1702197840000,2342.83,2344.2,2341.44,2341.67
1702197900000,2341.9,2345.6,2341.46,2344.01
1702197960000,2343.82,2345.3,2342.92,2344.94
1702198020000,2344.93,2344.93,2342.93,2342.93
1702198080000,2342.93,2344.5,2342.28,2342.78
1702198140000,2342.43,2344.2,2341.39,2342.12
1702198200000,2343.03,2343.94,2341.99,2342.78
1702198260000,2343.17,2345.6,2342,2342
1702198320000,2341.94,2345,2341.4,2344.5
1702198380000,2343.5,2343.6,2342.33,2342.64
1702198440000,2343.2,2343.3,2341.96,2341.97
1702198500000,2342.33,2344.1,2341.98,2342.57
1702198560000,2342.96,2346.7,2342.38,2344.33
1702198620000,2344.35,2347.3,2342.99,2345.46
1702198680000,2343.21,2345.44,2343.2,2344.53
1702198740000,2344.58,2344.77,2343.92,2344.39
1702198800000,2344.54,2347.1,2343.43,2344.79
1702198860000,2344.77,2345,2342.81,2343.72
1702198920000,2343.87,2345,2343.61,2344.71
1702198980000,2344.65,2344.86,2343.86,2343.87
1702199040000,2344.65,2345.9,2343.17,2344
1702199100000,2343.97,2346.2,2343.91,2344.54
1702199160000,2344.54,2345.2,2344.3,2344.93
1702199220000,2344.9,2345.51,2344.61,2345.16
1702199280000,2344.66,2346.3,2344.66,2345.13
1702199340000,2345.13,2346.5,2344.65,2345
1702199400000,2345.17,2347,2344.69,2345.36
